Word,Number of morphemes,Number of Letters,Number of Syllables,Number of Phonemes,Orthographic N,OLD20,PN_Std,PLD20_Std,PN_Singapore,PLD20_Singapore,PN_NonStd,PLD_NonStd,freq_singapore/million,lg_freq_singapore,freq_malaysia/million,lg_freq_malaysia,LDT_RT,LDT_ACC,NMG_RT,NMG_ACC
enak,1,4,2,4,4,1.7000,3,1.8500,3,1.8500,3,1.8500,53.20,1.73,9.81,1.03,,,,
encik,1,5,2,5,0,2.6500,0,2.7500,0,2.8000,0,2.8000,"5,507.00",3.74,1.40,0.38,,,,
endah,1,5,2,5,2,1.8500,2,1.9000,2,1.9000,2,1.9000,4.40,0.73,1.87,0.46,688.7879,0.7500,545.5152,0.7500
endang,1,6,2,5,1,1.7000,2,1.8500,2,1.8500,2,1.8500,4.80,0.76,1.87,0.46,,,,
endon,1,5,2,5,0,2.7500,0,2.9500,0,2.5500,0,2.5000,0.80,0.26,3.27,0.63,,,,
enggan,1,6,2,5,0,2.2000,0,2.1500,0,2.1500,0,2.1500,195.00,2.29,118.22,2.08,,,,
engkau,1,6,2,4,0,2.4500,1,2.5000,1,2.5000,1,2.5000,73.00,1.87,9.81,1.03,,,,
engku,1,5,2,4,0,2.1500,1,1.9000,1,1.9000,1,1.9000,12.00,1.11,24.30,1.40,814.0000,0.4773,541.2439,0.9318
entah,1,5,2,5,2,1.8500,1,1.9000,1,1.9000,1,1.9000,40.80,1.62,23.36,1.39,,,,
erat,1,4,2,4,1,1.8000,1,1.7500,1,1.7500,1,1.7500,40.60,1.62,12.62,1.13,,,,
erti,1,4,2,4,0,2.0000,0,2.1000,0,2.1500,0,2.1500,97.60,1.99,60.75,1.79,564.3333,0.9545,469.0930,0.9773
esa,1,3,2,3,4,1.7000,4,1.7500,4,1.7500,3,1.7500,14.40,1.19,5.14,0.79,615.7368,0.8636,456.5116,0.9773
esok,1,4,2,4,1,2.1000,1,2.2000,1,1.9500,1,1.9500,218.40,2.34,251.87,2.40,,,,
faedah,1,6,3,6,1,2.3000,1,2.5500,1,2.5500,1,2.5500,177.80,2.25,71.03,1.86,,,,
faham,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,168.40,2.23,71.96,1.86,502.9535,0.9773,486.4884,0.9773
fahaman,2,7,3,7,0,2.6500,0,2.7500,0,2.7500,0,2.7500,52.00,1.72,3.27,0.63,,,,
fajar,1,5,2,5,1,1.9000,1,1.9000,1,1.9000,1,1.9000,10.60,1.06,1.87,0.46,,,,
fakir,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,23.40,1.39,3.27,0.63,693.7368,0.8636,488.6136,1.0000
fana,1,4,2,4,7,1.6500,7,1.6500,7,1.6500,4,1.8000,2.60,0.56,4.21,0.72,,,,
faraj,1,5,2,5,0,2.0000,0,2.0000,0,2.0000,0,2.0000,3.80,0.68,1.40,0.38,,,,
fardu,1,5,2,5,0,2.2500,0,2.6500,0,2.6500,0,2.6500,22.60,1.37,0.93,0.29,,,,
fasal,1,5,2,5,0,1.9500,0,1.9500,0,1.9500,0,1.9500,10.40,1.06,11.21,1.09,,,,
fasih,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,28.00,1.46,6.07,0.85,,,,
fatah,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,23.60,1.39,2.80,0.58,,,,
fatwa,1,5,2,5,0,2.1000,0,2.1500,0,2.1500,0,2.8000,57.60,1.77,0.93,0.29,,,,
fikir,1,5,2,5,2,2.3000,2,2.3500,2,2.3000,2,2.3000,129.80,2.12,75.70,1.88,518.3023,0.9773,489.5581,0.9773
fikiran,2,7,3,7,0,2.8500,0,2.9000,0,2.9000,0,2.9000,119.20,2.08,43.46,1.65,,,,
firasat,1,7,3,7,0,2.9000,0,2.9000,0,2.9000,0,2.9000,1.80,0.45,20.09,1.32,,,,
firman,1,6,2,6,0,2.6500,0,2.9500,0,2.9500,0,2.9500,20.80,1.34,4.67,0.75,,,,
firus,1,5,2,5,0,2.3500,0,2.3500,0,2.8500,0,2.8500,0.00,0.00,2.80,0.58,,,,
fitnah,1,6,2,6,1,2.7500,1,2.7500,1,2.7500,1,2.7500,23.40,1.39,14.95,1.20,,,,
fitrah,1,6,2,6,1,2.5000,1,2.5500,1,2.5500,1,2.6000,19.00,1.30,5.14,0.79,,,,
fitri,1,5,2,5,0,2.5500,0,2.5500,0,2.5500,0,2.5500,7.00,0.90,5.14,0.79,,,,
fungsi,1,6,2,5,0,2.8500,0,2.8500,0,2.8500,0,2.8500,41.40,1.63,52.80,1.73,,,,
gabung,1,6,2,5,1,1.9000,3,1.8500,3,1.8500,3,1.8500,3.40,0.64,2.80,0.58,602.6410,0.8864,497.8537,0.9318
gabungan,2,8,3,7,1,2.4000,1,2.2500,1,2.3000,1,2.3000,75.60,1.88,164.95,2.22,,,,
gabus,1,5,2,5,3,1.8000,4,1.7500,4,1.7500,4,1.7500,0.00,0.00,0.47,0.17,,,,
gadai,1,5,2,4,2,1.8500,2,1.8500,2,1.8500,2,1.8500,17.20,1.26,4.21,0.72,,,,
gadaian,2,7,3,7,0,2.5000,0,2.9000,0,2.9000,0,2.9000,0.00,0.00,4.21,0.72,,,,
gading,1,6,2,5,1,1.9000,2,1.8500,2,1.8500,2,1.8500,14.60,1.19,4.67,0.75,,,,
gadis,1,5,2,5,2,1.9000,3,1.8500,3,1.8500,3,1.8500,167.40,2.23,105.61,2.03,,,,
gaduh,1,5,2,5,0,1.9500,0,1.9500,0,1.9500,0,1.9500,4.40,0.73,0.47,0.17,,,,
gagah,1,5,2,5,5,1.7500,6,1.7000,6,1.7000,6,1.7000,27.60,1.46,20.09,1.32,564.5814,0.9773,463.3095,0.9545
gagal,1,5,2,5,4,1.7500,5,1.7000,5,1.7000,6,1.6500,334.60,2.53,573.36,2.76,,,,
gagang,1,6,2,5,5,1.7500,8,1.5500,8,1.5500,8,1.5500,3.80,0.68,0.93,0.29,,,,
gagap,1,5,2,5,3,1.8500,4,1.8000,4,1.8000,4,1.8000,3.40,0.64,0.47,0.17,,,,
gagasan,2,7,3,7,0,2.1000,0,2.0500,0,2.0500,0,2.1000,26.20,1.43,4.67,0.75,,,,
gah,1,3,1,3,8,1.6000,10,1.5000,10,1.5000,10,1.5000,33.80,1.54,19.63,1.31,,,,
gahara,1,6,3,6,0,2.2000,0,2.4000,0,2.4000,0,2.9000,0.00,0.00,0.47,0.17,,,,
gajah,1,5,2,5,7,1.6500,7,1.6500,7,1.6500,7,1.6500,33.80,1.54,24.30,1.40,,,,
gaji,1,4,2,4,6,1.6500,6,1.6500,6,1.6500,6,1.6500,321.60,2.51,107.48,2.04,,,,
gajus,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,5.40,0.81,0.47,0.17,,,,
galah,1,5,2,5,7,1.6000,8,1.5500,8,1.5500,8,1.5500,5.60,0.82,0.47,0.17,,,,
galak,1,5,2,5,8,1.6000,9,1.5000,9,1.5000,9,1.5000,34.60,1.55,12.62,1.13,,,,
galakan,2,7,3,7,0,2.0000,0,2.0000,0,2.0000,0,2.0000,21.80,1.36,21.03,1.34,,,,
galang,1,6,2,5,15,1.2000,18,1.0500,18,1.0500,18,1.0500,1.40,0.38,0.93,0.29,,,,
galas,1,5,2,5,6,1.6500,7,1.6000,7,1.6000,7,1.6000,0.40,0.15,3.27,0.63,,,,
gali,1,4,2,4,11,1.4500,11,1.4500,11,1.4500,11,1.4500,5.00,0.78,1.40,0.38,571.5581,0.9773,483.5814,0.9773
galur,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,3.00,0.60,1.87,0.46,,,,
gaman,1,5,2,5,4,1.7500,4,1.8000,4,1.8000,4,1.8000,0.00,0.00,0.47,0.17,,,,
gamat,1,5,2,5,5,1.7000,5,1.7000,5,1.7000,5,1.7000,9.60,1.03,21.50,1.35,,,,
gamba,1,5,2,5,1,1.9000,1,1.9000,1,1.9000,0,1.9500,0.00,0.00,1.40,0.38,,,,
gambar,1,6,2,6,4,1.7500,4,1.7500,4,1.7500,4,1.7500,243.20,2.39,86.45,1.94,538.4884,0.9773,480.5227,1.0000
gambaran,2,8,3,8,0,2.2000,0,2.4500,0,2.4500,0,2.4500,96.40,1.99,75.23,1.88,,,,
gambus,1,6,2,6,0,2.2500,0,2.1500,0,2.2000,0,2.2000,2.00,0.48,0.93,0.29,,,,
gamelan,1,7,3,7,0,2.8000,0,2.8000,0,2.7000,0,2.7000,6.00,0.85,3.27,0.63,,,,
gamit,1,5,2,5,2,1.8500,2,1.8500,2,1.8500,2,1.8500,0.20,0.08,4.67,0.75,775.5556,0.2045,497.1395,0.9773
gana,1,4,2,4,11,1.3000,10,1.4000,10,1.4000,4,1.7000,0.00,0.00,11.21,1.09,,,,
ganang,1,6,2,5,6,1.6000,7,1.5000,7,1.5000,7,1.5000,0.20,0.08,0.47,0.17,,,,
ganas,1,5,2,5,4,1.7500,5,1.7000,5,1.7000,5,1.7000,49.80,1.71,11.68,1.10,,,,
ganda,1,5,2,5,7,1.5500,7,1.6000,7,1.6000,4,1.8000,54.60,1.75,31.78,1.52,,,,
gandaan,2,7,3,7,0,2.1000,0,2.2000,0,2.2000,0,2.5500,0.00,0.00,0.93,0.29,,,,
ganding,1,7,2,6,2,1.8000,2,1.8000,2,1.8000,2,1.8000,3.20,0.62,1.40,0.38,,,,
gandingan,2,9,3,8,2,2.5000,2,2.4000,2,2.4500,2,2.4500,49.20,1.70,172.43,2.24,,,,
gang,1,4,1,3,11,1.3500,13,1.3500,13,1.3500,13,1.3500,0.00,0.00,1.87,0.46,,,,
ganggang,1,8,2,6,2,2.1000,2,1.8500,2,1.8500,2,1.8500,0.60,0.20,0.47,0.17,,,,
gangguan,2,8,3,8,0,2.7500,0,2.8500,0,2.9000,0,2.9000,31.40,1.51,11.68,1.10,,,,
gangsa,1,6,2,5,3,1.8500,3,1.8500,3,1.8500,2,1.9000,66.40,1.83,193.46,2.29,,,,
ganja,1,5,2,5,3,1.8000,3,1.8500,3,1.8500,2,1.9000,12.40,1.13,5.14,0.79,,,,
ganjaran,2,8,2,7,1,2.3000,0,2.8000,0,2.8000,0,2.8000,94.60,1.98,43.46,1.65,,,,
ganjil,1,6,2,6,0,2.5000,0,2.4000,0,2.6000,0,2.6000,9.20,1.01,1.87,0.46,,,,
ganti,1,5,2,5,3,1.8500,3,1.8500,3,1.8500,3,1.8500,52.40,1.73,32.71,1.53,548.3182,1.0000,492.6047,0.9773
gantian,2,7,3,8,1,2.4000,1,2.6500,1,2.8000,1,2.8000,26.20,1.43,53.27,1.73,,,,
gantung,1,7,2,6,2,1.9000,2,1.9000,2,1.9000,2,1.9000,19.20,1.31,20.09,1.32,562.0233,0.9773,488.0952,0.9545
gantungan,2,9,3,8,0,2.6500,0,2.4500,0,2.5000,0,2.5000,2.00,0.48,4.21,0.72,,,,
ganyang,1,7,2,6,0,1.9500,0,1.9500,0,1.9500,0,1.9500,0.20,0.08,0.93,0.29,"1,111.6000",0.1136,609.6667,0.8182
gap,1,3,1,3,8,1.6000,9,1.5000,9,1.5000,9,1.5000,0.00,0.00,5.61,0.82,,,,
gapah,1,5,2,5,5,1.7500,4,1.8000,4,1.8000,4,1.8000,0.00,0.00,0.47,0.17,,,,
gapai,1,5,2,4,5,1.7500,4,1.7500,4,1.7500,4,1.7500,0.20,0.08,2.80,0.58,,,,
gar,1,3,1,3,6,1.5000,7,1.6000,7,1.6000,7,1.6000,0.20,0.08,0.47,0.17,,,,
gara,1,4,2,4,14,1.0500,15,1.0500,15,1.0500,13,1.3000,0.20,0.08,71.03,1.86,,,,
garam,1,5,2,5,6,1.6500,6,1.6500,6,1.6500,6,1.7000,103.20,2.02,7.01,0.90,583.4318,1.0000,485.5610,0.9318
garang,1,6,2,5,10,1.4500,12,1.3000,12,1.3000,12,1.3500,23.60,1.39,39.25,1.60,,,,
garap,1,5,2,5,5,1.7000,5,1.7000,5,1.7000,5,1.7500,0.60,0.20,7.01,0.90,727.1250,0.1818,504.5476,0.9545
garapan,2,7,3,7,2,1.9000,2,1.9000,2,1.9000,2,1.9000,4.00,0.70,11.21,1.09,,,,
garau,1,5,2,4,3,1.7000,4,1.7500,4,1.7500,4,1.7500,3.40,0.64,1.40,0.38,,,,
gari,1,4,2,4,16,1.0500,17,1.0500,17,1.1000,17,1.1000,0.80,0.26,0.93,0.29,,,,
garis,1,5,2,5,4,1.7000,4,1.7000,4,1.7500,4,1.7500,57.20,1.76,27.57,1.46,,,,
garisan,2,7,3,7,2,2.2500,2,2.1000,2,2.2500,2,2.2500,18.80,1.30,156.07,2.20,,,,
garu,1,4,2,4,8,1.5000,9,1.5500,9,1.5500,9,1.5500,1.60,0.41,0.47,0.17,,,,
gasak,1,5,2,5,5,1.7500,5,1.7500,5,1.7500,5,1.7500,0.40,0.15,0.93,0.29,,,,
gasing,1,6,2,5,2,1.8500,2,1.8500,2,1.8500,2,1.8500,5.60,0.82,7.48,0.93,,,,
gatal,1,5,2,5,3,1.8500,3,1.8500,3,1.8500,4,1.8000,10.60,1.06,0.47,0.17,,,,
gaul,1,4,2,5,1,1.9500,2,1.9000,2,1.9000,2,1.9000,17.80,1.27,0.47,0.17,,,,
gaung,1,5,2,5,3,1.7500,5,1.7500,5,1.7500,5,1.7500,1.40,0.38,0.47,0.17,,,,
gawang,1,6,2,5,7,1.6500,9,1.5500,9,1.5500,9,1.5500,130.00,2.12,139.25,2.15,,,,
gawat,1,5,2,5,5,1.7500,6,1.7000,6,1.7000,6,1.7000,2.80,0.58,2.34,0.52,,,,
gaya,1,4,2,4,8,1.6000,8,1.6000,8,1.6000,8,1.6000,236.20,2.38,172.43,2.24,,,,
gebeng,1,6,2,5,0,2.5000,0,2.6500,0,2.4500,0,2.4500,0.00,0.00,0.93,0.29,,,,
gebu,1,4,2,4,2,1.9000,2,1.9000,2,1.9000,2,1.9000,4.00,0.70,0.47,0.17,,,,
gede,1,4,2,4,0,2.4500,0,2.4500,0,2.1000,0,2.1000,0.00,0.00,0.93,0.29,,,,
gedung,1,6,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,54.40,1.74,7.48,0.93,,,,
gegak,1,5,2,5,5,1.7500,5,1.7500,5,1.7500,5,1.7500,0.40,0.15,2.80,0.58,,,,
gegar,1,5,2,5,5,1.7500,5,1.7500,5,1.7500,5,1.7500,0.40,0.15,16.36,1.24,,,,
gegaran,2,7,3,7,2,2.0500,2,2.1500,2,2.1500,2,2.2500,15.40,1.21,6.07,0.85,,,,
gejala,1,6,3,6,0,2.6500,0,2.6500,0,2.6500,0,2.7500,41.60,1.63,26.17,1.43,,,,
gelabah,1,7,3,7,0,2.4500,1,1.9500,1,1.9500,1,1.9500,0.40,0.15,3.27,0.63,,,,
gelagat,1,7,3,7,0,2.5500,0,2.5000,0,2.5000,0,2.5500,30.80,1.50,33.18,1.53,,,,
gelak,1,5,2,5,9,1.5000,9,1.5500,9,1.5500,9,1.5500,7.20,0.91,5.14,0.79,659.1053,0.8636,513.0238,0.9545
gelang,1,6,2,5,7,1.6500,10,1.5000,10,1.5000,10,1.5000,28.60,1.47,4.21,0.72,,,,
gelanggang,2,10,3,8,1,2.7000,1,2.6000,1,2.6000,1,2.6000,75.60,1.88,420.09,2.62,,,,
gelap,1,5,2,5,4,1.8000,5,1.7500,5,1.7500,5,1.7500,57.40,1.77,17.76,1.27,525.1905,0.9545,488.3636,1.0000
gelar,1,5,2,5,5,1.7500,6,1.7000,6,1.7000,6,1.7000,9.80,1.03,2.80,0.58,696.7419,0.7045,495.4651,0.9773
gelaran,2,7,3,7,2,1.9000,3,1.8500,3,1.8500,3,1.8500,57.60,1.77,278.50,2.45,,,,
gelek,1,5,2,5,2,1.9000,1,2.2000,1,1.9500,1,1.9500,7.40,0.92,5.61,0.82,,,,
geleman,1,7,3,7,0,2.6500,0,2.7500,0,2.7500,0,2.7000,0.00,0.00,0.47,0.17,,,,
gelengan,2,8,3,7,0,2.5000,0,2.7500,0,2.6500,0,2.6500,0.00,0.00,0.47,0.17,,,,
gelenggang,2,10,3,8,1,2.9500,1,2.8500,1,2.8500,1,2.8500,1.20,0.34,0.47,0.17,,,,
geli,1,4,2,4,5,1.7500,5,1.7500,5,1.7500,5,1.7500,15.00,1.20,1.40,0.38,,,,
gelisah,1,7,3,7,0,2.7000,0,2.7500,0,2.7500,0,2.8000,14.00,1.18,15.42,1.22,,,,
gelombang,1,9,3,8,0,3.0000,0,2.9500,0,2.9500,0,2.9500,28.20,1.47,6.54,0.88,635.7500,1.0000,553.6744,0.9773
gelora,1,6,3,6,0,2.6500,0,2.7000,0,2.6500,0,2.8000,11.20,1.09,11.21,1.09,,,,
gelung,1,6,2,5,3,1.8500,3,1.8500,3,1.8500,3,1.8500,0.40,0.15,1.40,0.38,,,,
gema,1,4,2,4,1,1.8500,1,1.9000,1,1.9000,1,1.9500,5.60,0.82,12.62,1.13,,,,
gemalai,1,7,3,6,0,2.4500,0,2.4500,0,2.4500,0,2.5000,0.60,0.20,2.34,0.52,,,,
gemar,1,5,2,5,3,1.7000,3,1.8000,3,1.8000,3,1.8500,125.60,2.10,57.01,1.76,,,,
gembala,1,7,3,7,1,2.0500,1,2.1500,1,2.1500,1,2.2500,1.20,0.34,1.40,0.38,,,,
gembar,1,6,2,6,5,1.7000,5,1.7500,5,1.7500,5,1.7500,0.00,0.00,0.93,0.29,,,,
gembar-gembur,1,13,4,12,0,7.0000,0,6.1000,0,6.1000,0,6.0000,0.00,0.00,0.47,0.17,,,,
gembira,1,7,3,7,0,2.6000,0,2.7000,0,2.7000,0,2.8000,316.00,2.50,249.53,2.40,,,,
gembur,1,6,2,6,2,1.9000,2,2.0000,2,2.1000,2,2.1000,0.00,0.00,0.47,0.17,,,,
gementar,1,8,3,8,0,2.8500,0,2.8500,0,2.8500,0,2.8500,21.40,1.35,20.56,1.33,,,,
gemerlapan,2,10,4,10,0,3.5000,0,3.8000,0,3.8000,0,3.8000,1.80,0.45,2.80,0.58,,,,
gemilang,1,8,3,7,0,2.8000,0,2.8000,0,2.8000,0,2.8000,24.00,1.40,120.56,2.08,,,,
gempa,1,5,2,5,1,1.8000,1,1.8500,1,1.8500,1,2.4000,71.00,1.86,1.87,0.46,660.9231,0.8864,536.4103,0.8864
gempal,1,6,2,6,1,1.9500,1,2.2000,1,2.2000,1,2.3000,7.80,0.94,1.40,0.38,,,,
gempar,1,6,2,6,4,1.7000,3,1.8000,3,1.8000,3,1.8500,2.00,0.48,2.34,0.52,,,,
gempita,1,7,3,7,0,2.8000,0,2.9000,0,2.9000,0,3.2500,0.60,0.20,6.54,0.88,,,,
gempur,1,6,2,6,3,2.1000,3,2.2500,3,2.2000,3,2.2000,0.80,0.26,18.69,1.29,768.6071,0.6364,520.4091,1.0000
gemuk,1,5,2,5,0,2.0000,0,2.5000,0,2.6500,0,2.6500,31.20,1.51,2.80,0.58,,,,
gemuruh,1,7,3,7,0,2.8500,0,2.8500,0,2.8500,0,2.8500,13.00,1.15,28.04,1.46,,,,
genap,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,9.80,1.03,11.21,1.09,,,,
gencatan,2,8,3,8,0,2.8500,0,2.9000,0,2.9000,0,2.9000,9.40,1.02,0.93,0.29,,,,
gendang,1,7,2,6,4,1.7500,4,1.8000,4,1.8000,4,1.8000,10.20,1.05,7.94,0.95,749.5789,0.8636,512.7381,0.9545
genderang,1,9,3,8,1,2.5500,1,2.7000,1,2.7000,1,2.7500,7.80,0.94,0.93,0.29,,,,
gendut,1,6,2,6,0,2.9000,0,2.7000,0,2.6500,0,2.6000,4.40,0.73,1.40,0.38,,,,
genggam,1,7,2,6,0,2.8000,0,2.6000,0,2.6000,0,2.6000,4.00,0.70,0.47,0.17,,,,
genggaman,2,9,3,8,0,2.8500,0,2.8500,0,2.8500,0,2.8500,8.60,0.98,12.62,1.13,,,,
genit,1,5,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,0.80,0.26,0.93,0.29,729.1667,0.2727,537.7381,0.9545
gentar,1,6,2,6,0,2.0000,0,2.0000,0,2.0000,0,2.0000,18.20,1.28,18.69,1.29,,,,
gentian,2,7,3,8,1,2.8000,1,2.8500,1,2.9000,1,2.9000,0.00,0.00,8.88,0.99,,,,
genting,1,7,2,6,2,1.9000,2,1.9000,2,1.9500,2,1.9500,68.80,1.84,158.88,2.20,,,,
gerabak,1,7,3,7,0,2.4500,0,2.6000,0,2.6000,0,2.6000,11.00,1.08,0.93,0.29,,,,
gerai,1,5,2,4,4,1.7500,3,1.8500,3,1.8500,3,1.8500,192.60,2.29,17.76,1.27,634.0465,0.9773,502.6977,0.9773
gerak,1,5,2,5,9,1.5500,6,1.7000,6,1.7000,6,1.7000,33.20,1.53,71.50,1.86,562.6190,0.9545,495.9767,0.9773
gerak-gerinya,2,13,5,12,0,7.0500,0,6.9000,0,6.9000,0,6.7500,1.00,0.30,0.93,0.29,,,,
gerakan,2,7,3,7,0,1.9500,0,2.0000,0,2.0000,0,2.0000,161.00,2.21,60.28,1.79,,,,
geram,1,5,2,5,4,1.8000,3,1.8500,3,1.8500,3,1.8500,15.00,1.20,7.01,0.90,,,,
gerbang,1,7,2,6,2,1.9000,2,2.4000,2,2.4000,2,2.4500,26.40,1.44,7.94,0.95,680.3421,0.8636,518.6512,0.9773
gereja,1,6,3,6,0,2.5500,0,2.6500,0,2.6500,0,2.7000,26.00,1.43,2.34,0.52,,,,
gergasi,1,7,3,7,0,2.8000,0,2.9000,0,2.9000,0,2.9000,47.60,1.69,90.65,1.96,,,,
gerhana,1,7,3,7,0,2.7000,0,2.8500,0,2.8500,0,2.8500,10.00,1.04,1.87,0.46,625.8049,0.9318,519.1860,0.9773
geri,1,4,2,4,6,1.5500,8,1.6000,8,1.6000,8,1.6000,3.40,0.64,1.87,0.46,,,,
gerik,1,5,3,6,3,1.8000,0,2.8000,0,2.8500,0,2.8500,0.00,0.00,1.87,0.46,,,,
gerimis,1,7,3,7,0,3.0000,0,3.0000,0,3.1500,0,3.1500,1.60,0.41,10.75,1.07,,,,
gertakan,2,8,3,8,0,2.3500,0,2.6000,0,2.6000,0,2.6000,0.80,0.26,0.47,0.17,,,,
gerun,1,5,2,5,2,1.9000,2,1.9000,2,1.9000,2,1.9000,14.20,1.18,36.92,1.58,,,,
gesa,1,4,2,4,2,1.8500,1,1.9500,1,1.9500,1,1.9500,14.20,1.18,0.93,0.29,,,,
gesaan,2,6,3,6,0,2.0500,0,2.3500,0,2.3500,0,2.6500,22.00,1.36,5.61,0.82,,,,
gesekan,2,7,3,7,1,2.6000,1,2.8000,1,2.6500,1,2.6500,1.20,0.34,2.34,0.52,,,,
geseran,2,7,3,7,1,2.6500,1,2.8500,1,2.8000,1,2.8000,1.00,0.30,0.93,0.29,,,,
getah,1,5,2,5,1,1.9500,0,2.0000,0,2.0000,0,2.0000,19.60,1.31,38.79,1.60,,,,
getaran,2,7,3,7,2,2.0500,2,2.2500,2,2.2500,2,2.3500,7.40,0.92,11.21,1.09,,,,
getir,1,5,2,5,1,1.9500,1,1.9500,1,2.0000,1,2.0000,13.80,1.17,64.49,1.82,,,,
ghaib,1,5,2,5,0,2.7500,1,1.9500,1,1.9500,1,1.9500,16.20,1.24,1.87,0.46,,,,
ghairah,1,7,2,5,0,2.8500,0,2.1000,0,2.1000,0,2.0000,100.20,2.01,48.13,1.69,620.0000,0.9773,526.1220,0.9318
ghazal,1,6,2,5,0,2.7500,0,2.0000,0,2.0000,2,1.9000,1.00,0.30,10.75,1.07,,,,
ghulam,1,6,2,5,0,2.8000,0,1.9500,0,1.9500,2,1.8500,0.80,0.26,0.47,0.17,,,,
gi,1,2,1,2,1,1.9500,1,1.9500,1,1.9500,1,1.9500,5.40,0.81,24.77,1.41,,,,
gian,1,4,2,5,4,1.7500,5,1.7500,5,1.7500,5,1.7500,4.60,0.75,1.87,0.46,,,,
giang,1,5,2,5,5,1.5500,10,1.5000,10,1.5000,10,1.5000,0.00,0.00,0.93,0.29,,,,
giat,1,4,2,5,4,1.8000,5,1.7500,5,1.7500,5,1.7500,75.00,1.88,36.45,1.57,,,,
gigi,1,4,2,4,0,1.9000,0,1.9000,0,2.0000,0,2.0000,141.20,2.15,7.01,0.90,,,,
gigih,1,5,2,5,1,2.4000,1,2.4000,1,2.4500,1,2.4500,119.80,2.08,42.52,1.64,,,,
gigit,1,5,2,5,1,2.2500,1,2.2000,1,2.2000,1,2.2000,10.60,1.06,3.74,0.68,572.6047,0.9773,494.8636,1.0000
gigitan,2,7,3,7,0,2.8000,0,2.8500,0,2.8500,0,2.8500,4.20,0.72,0.93,0.29,,,,
gila,1,4,2,4,5,1.7000,5,1.6500,5,1.6500,4,1.8000,28.40,1.47,22.43,1.37,,,,
gilang,1,6,2,5,7,1.6000,8,1.5500,8,1.5500,8,1.6000,1.00,0.30,2.34,0.52,,,,
gilang-gemilang,1,15,5,12,0,7.6000,0,6.6500,0,6.7000,0,6.7000,10.60,1.06,6.07,0.85,,,,
gilap,1,5,2,5,2,1.8500,3,1.8000,3,1.8000,3,1.8500,1.20,0.34,2.80,0.58,,,,
giliran,2,7,3,7,0,2.6000,0,2.6000,0,2.5000,0,2.5000,35.80,1.57,32.71,1.53,,,,
ginjal,1,6,2,6,0,2.6500,0,2.8000,0,2.8000,0,2.8000,110.00,2.05,0.47,0.17,,,,
girang,1,6,2,5,2,1.8500,3,1.8500,3,1.8500,3,1.8500,4.60,0.75,3.74,0.68,,,,
gita,1,4,2,4,4,1.8000,4,1.8000,4,1.8000,1,1.9500,0.80,0.26,0.47,0.17,,,,
golek,1,5,2,5,3,1.9500,3,1.9500,3,1.8500,4,1.8000,0.60,0.20,0.47,0.17,,,,
golongan,2,8,3,7,0,2.6500,0,2.6000,1,2.4500,1,2.4500,798.40,2.90,98.60,2.00,,,,
gombak,1,6,2,6,1,2.3000,1,2.3000,1,2.3000,1,2.3500,35.00,1.56,8.88,0.99,,,,
goncang,1,7,2,6,0,2.4000,0,2.5000,0,2.5000,0,2.5000,1.80,0.45,0.47,0.17,,,,
gondrong,1,8,2,7,0,3.2000,0,3.1500,0,2.9500,0,2.9500,0.00,0.00,0.47,0.17,,,,
gong,1,4,1,3,9,1.5000,9,1.5000,11,1.3000,11,1.3000,0.00,0.00,16.36,1.24,,,,
gopoh,1,5,2,5,0,2.6000,0,2.5000,0,2.3500,0,2.3500,2.00,0.48,5.61,0.82,,,,
gorden,1,6,2,6,0,3.0500,0,3.4000,0,3.0500,0,3.0500,0.00,0.00,0.47,0.17,,,,
goreng,1,6,2,5,0,2.1500,0,2.0500,0,2.0000,0,2.0000,109.60,2.04,6.07,0.85,549.0488,0.9318,501.9545,1.0000
gotong,1,6,2,5,1,1.9500,1,1.9500,1,1.9500,1,1.9500,0.20,0.08,1.40,0.38,745.7941,0.7727,508.6591,1.0000
gotong-royong,1,13,4,10,0,7.0500,0,5.5500,0,5.5500,0,5.5500,9.60,1.03,1.87,0.46,,,,
goyah,1,5,2,5,0,2.0000,1,1.9500,1,1.9500,1,1.9500,11.40,1.09,21.03,1.34,,,,
goyang,1,6,2,5,1,1.9500,3,1.8500,3,1.8500,3,1.8500,4.20,0.72,0.47,0.17,,,,
gua,1,3,2,4,5,1.6000,5,1.7000,5,1.7000,5,1.7500,18.40,1.29,14.02,1.18,,,,
guam,1,4,2,5,1,1.9000,1,1.9000,1,1.9000,2,1.9000,5.00,0.78,3.74,0.68,,,,
guaman,2,6,3,7,0,1.9500,0,2.2500,0,2.2500,0,2.2500,53.80,1.74,7.48,0.93,,,,
gubahan,2,7,3,7,0,2.3500,0,2.4000,0,2.4000,0,2.4500,16.20,1.24,29.44,1.48,,,,
